x1,x2,label,cluster
-1.884101853125031,8.511893310588095,3,-1
-1.150478482066276,1.8184814707489283,2,-1
-1.3999919205182856,3.3198716247778246,2,0
-1.794907384173286,3.720338657129518,A,-1
1.4201333112919208,4.637461654822657,B,-1
-1.0815822793736212,8.4704914525337,C,-1
2.2065607592742156,5.506167176232801,0,-1
-0.0722828865205975,2.883769390269415,0,-1
8.533692213629273,-0.7881550280777097,4,-1
3.5435197152284776,2.79355283596852,1,-1
-0.7300001120785176,6.25456272268018,0,-1
0.4666178967948415,3.865713025837203,0,-1
-0.8546092562094699,3.3253440975742334,2,0
8.168871870592136,-2.279004544223471,4,-1
3.2340470925925286,0.717738824125586,1,-1
0.5889432611385428,4.001484576873055,0,-1
0.0884843309163823,2.322990859224463,0,-1
-2.797389011707639,3.887278969491134,2,-1
-1.9225884354035263,7.8672905739159456,3,-1
9.23397239179309,-3.499263121225643,4,-1
-1.3186290351450451,3.8945212978168353,2,0
0.356246683834349,1.5701232001906764,2,-1
0.3406549472046645,3.823926919608508,2,-1
1.5444623838640048,-0.2829685241844752,1,-1
-1.930080960195085,4.14032733171555,2,-1
10.045045761234254,-1.507665469520714,4,-1
-2.3957244271572526,7.39763997089716,3,-1
2.027085293094223,1.3259955304683544,1,-1
1.0220285958479411,4.116603477422556,0,-1
8.629636807187696,-4.554572775708872,4,-1
8.239012368236121,-1.6495751052028185,4,-1
-1.9405229939816528,2.1704274498923652,2,-1
-1.746288225438455,9.76499206945858,3,-1
-0.8522490620845049,6.742398506911089,3,-1
2.457609162610427,0.2128535689976236,1,-1
1.2421212393884238,-0.82861894239374,1,-1
10.3729148059077,-1.6759058927618478,4,-1
0.4250691744668333,1.360445915463711,1,-1
8.817722706503243,-2.3136904644593885,4,-1
10.194114033801403,-2.012441970541424,4,-1
8.469845545846745,-3.020719401234646,4,-1
1.8407062774060008,3.561622307041948,0,-1
-1.5767197372875836,4.957405922888751,0,-1
1.1348890001177918,8.779939502632008,3,-1
9.553179809063824,-2.4293200131274033,4,-1
9.91338673611818,-3.94812566779528,4,-1
0.9845148999223354,1.9521153868690737,1,-1
-0.0602259823938484,8.152402627566444,3,-1
1.7373078036934886,4.425462343941218,0,-1
-1.3467082991715826,7.171981729279487,3,-1
-1.9620575649435428,4.767145989812464,2,-1
-0.2988349678203894,7.923011257026785,3,-1
-1.99301059679459,7.009021476982579,3,-1
8.919261298767102,-3.706120916902465,4,-1
1.7437149893055053,0.9538290021676824,1,-1
-2.564163185257671,7.373875410826885,3,-1
8.904073372078143,-2.570548801060372,4,-1
-0.2765252815034311,5.0812776832803,0,-1
0.6283579292203425,4.46013629655237,0,-1
-0.6376277690114565,4.091047047234421,0,-1
0.8901176806495215,1.798490146892124,1,-1
-1.3164973800707815,9.54880273729096,3,-1
11.436491159301276,-0.9946416740480536,4,-1
-2.018171849191466,8.374709206933412,3,-1
10.130085821923275,-2.9821952167845924,4,-1
-0.1216198526396432,6.755528507278171,3,-1
3.1946682059761784,-0.3371621604157158,1,-1
-0.6716649581312093,7.627161260063599,3,-1
-1.5164039925010848,4.703752755238958,2,-1
1.1312175042434114,4.681949847050563,0,-1
-2.7000274183360653,4.861503446982415,2,-1
-2.161078000190309,8.952476303737447,3,-1
-2.248471122135715,6.2906889188639825,3,-1
-2.4736912935763185,8.67982299204314,3,-1
-2.739513367451756,8.27485171690613,3,-1
-1.1705376160475036,3.624455429525071,2,0
2.4703491517041014,4.098629063682589,0,-1
7.9803983002971375,-2.0641187541352624,4,-1
2.520929961163338,-0.6385800263392869,1,-1
1.1203136497073731,5.758060834411365,0,-1
9.79653187055234,-2.5027159547066935,4,-1
2.509049292904953,5.7731460973486755,0,-1
3.2460247025341027,2.8494216528496255,0,-1
-2.388129698276608,4.8279472144321565,2,-1
-0.5796520454481574,2.7628721682422888,2,-1
1.1844703722509962,0.3188139951735214,1,-1
1.1479691570496358,0.9496090557340758,1,-1
2.232693663686631,0.4958827237296749,1,-1
9.24892908562165,-3.069200532690134,4,-1
-2.2214718729532708,2.768247721005452,2,-1
1.1598009602392023,1.2845661577971987,1,-1
1.382807073656927,0.5381104983973956,1,-1
-0.9128246428758252,3.8400889328996497,2,0
2.7843580836104147,1.0266465706953476,1,-1
9.898486661047771,-3.9332272790911937,4,-1
0.3960380132584793,4.398397052767547,2,-1
1.2893377801973964,3.449691588146665,0,-1
1.4209454277519145,0.5349224939507987,1,-1
2.121784743816046,1.2001355576777182,1,-1
-1.2286658390158494,4.244268158020153,2,-1
